Voltage U1	Corriente IA
30,59	1,25
30,62	1,27
30,64	1,27
30,67	1,27
30,69	1,32
30,72	1,33
30,74	1,34
30,76	1,32
30,79	1,33
30,81	1,33
30,84	1,37
30,86	1,35
30,89	1,38
30,91	1,35
30,94	1,38
30,96	1,37
30,98	1,43
31,01	1,41
31,03	1,45
31,06	1,40
31,08	1,49
31,11	1,47
31,13	1,54
31,15	1,51
31,18	1,55
31,20	1,52
31,23	1,60
31,25	1,55
31,28	1,63
31,30	1,59
31,33	1,66
31,35	1,65
31,37	1,72
31,40	1,67
31,42	1,77
31,45	1,74
31,47	1,83
31,50	1,79
31,52	1,88
31,55	1,84
31,57	1,92
31,59	1,87
31,62	1,95
31,64	1,91
31,67	1,99
31,69	1,97
31,72	2,06
31,74	2,03
31,77	2,10
31,79	2,07
31,81	2,18
31,84	2,16
31,86	2,21
31,89	2,18
31,91	2,24
31,94	2,24
31,96	2,31
31,99	2,27
32,01	2,33
32,03	2,31
32,06	2,37
32,08	2,38
32,11	2,43
32,13	2,41
32,16	2,46
32,18	2,43
32,20	2,49
32,23	2,51
32,25	2,54
32,28	2,55
32,30	2,56
32,33	2,55
32,35	2,58
32,38	2,61
32,40	2,62
32,42	2,64
32,45	2,62
32,47	2,65
32,50	2,65
32,52	2,68
32,55	2,70
32,57	2,73
32,60	2,71
32,62	2,75
32,64	2,72
32,67	2,77
32,69	2,74
32,72	2,76
32,74	2,71
32,77	2,73
32,79	2,70
32,82	2,77
32,84	2,71
32,86	2,75
32,89	2,70
32,91	2,75
32,94	2,71
32,96	2,76
32,99	2,70
33,01	2,75
33,04	2,69
33,06	2,73
33,08	2,67
33,11	2,71
33,13	2,64
33,16	2,69
33,18	2,61
33,21	2,65
33,23	2,59
33,26	2,64
33,28	2,60
33,30	2,64
33,33	2,57
33,35	2,63
33,38	2,54
33,40	2,58
33,43	2,50
33,45	2,50
33,47	2,45
33,50	2,48
33,52	2,41
33,55	2,46
33,57	2,39
33,60	2,42
33,62	2,37
33,65	2,39
33,67	2,34
33,69	2,34
33,72	2,27
33,74	2,29
33,77	2,25
33,79	2,26
33,82	2,23
33,84	2,21
33,87	2,18
33,89	2,18
33,91	2,16
33,94	2,16
33,96	2,14
33,99	2,09
34,01	2,09
34,04	2,06
34,06	2,06
34,09	2,05
34,11	2,02
34,13	1,96
34,16	1,96
34,18	1,91
34,21	1,94
34,23	1,89
34,26	1,88
34,28	1,84
34,31	1,87
34,33	1,82
34,35	1,85
34,38	1,79
34,40	1,81
34,43	1,75
34,45	1,77
34,48	1,73
34,50	1,77
34,52	1,70
34,55	1,75
34,57	1,68
34,60	1,71
34,62	1,65
34,65	1,70
34,67	1,64
34,70	1,68
34,72	1,60
34,74	1,67
34,77	1,61
